No ID;Brand;Adresse;Code Postal;Ville
1399871;INTERMARCHE;18 Rue Menchecourt;80100;Abbeville
1303232;ESSO EXPRESS;213 Bd de la République;80100;Abbeville
1300543;CARREFOUR MARKET;Rue Des Cordeliers;80100;Abbeville
1301355;DIVERSE / OTHERS;ZI N°103 1 Rue Philippe Duclercq;80100;Abbeville
1360348;AVIA;La Fouly;74360;Abondance
1311013;E.LECLERC;3 Avenue Wolfgang Amadeus Mozart;78260;Acheres
1301425;INTERMARCHE;Rue Du 19 Mars 1962;62217;Achicourt
1344005;E.LECLERC;A6;77760;Achères Ouest
1302266;DIVERSE / OTHERS;30 Route de Paris;27570;Acon
1361157;AVIA;2 Rue Principale;86430;Adriers
1306103;AGIP;8 Av. des Sergents;34300;Agde
1300073;U;Bd Maurice Pacull;34300;Agde
1399275;INTERMARCHE;Av. de l'Atlantique;47031;Agen
1361296;AVIA;Rue JB Peres;47000;Agen
1305165;ESSO;1251 Route de Coutances;50180;Agneaux
1302278;E.LECLERC;Cente Commercial Odyssee;50180;Agneaux
1399601;INTERMARCHE;Route de Limoges;23150;Ahun
1311670;E.LECLERC;Zac de Targa;64120;Aicirits-Camou- Suhast
1352169;TOTALENERGIES;1675 Route de Niort;79230;Aiffres
1304144;SHELL;A 10;79230;Aiffres
1360205;AVIA;9 Rue d'Archeron;21510;Aignay-le-Duc
1301664;INTERMARCHE;1121 Route de Nimes;30220;Aigues Mortes
1360052;AVIA;2 Route de Narbonne;34210;Aigues Vives
1301053;INTERMARCHE;La Combette;36140;Aigurande
1361259;AVIA;Chemin De Neuilly;89110;Aillant/Tholon
1398311;DIVERSE / OTHERS;ZA Du Bois Majou Nord;33124;Aillas
1303854;ESSO;95 Rue Pierre Brossolette;80470;Ailly sur Somme
1302416;U;3 Route des Plages;30470;Aimargues
1307997;DYNEFF;979 RD Route des Plages;30470;Aimargues
1321008;TOTALENERGIES;Route de la Petite Camargue;30470;Aimargues
1301962;E.LECLERC;Zone Artisanale les Iles;73210;Aime
1311628;E.LECLERC;1668 Chemin De Perrot Cs 40009;40801;Air Sur L'Adour
1300547;CARREFOUR MARKET;901 Route Departementale;80270;Airaines
1397285;ENGIE;A89 Aire Du Manoire, Boulazac Isle;24330;Aire du manoire
1397282;ENGIE;Aire Palme Ouest A9;11480;Aire palme ouest
1300648;CARREFOUR;64 Av du Quatre Septembre;40800;Aire Sur L'Adour
1322038;TOTALENERGIES;A 65;40800;Aire sur l'Adour
1303712;ESSO EXPRESS;RN 43 - Route de Lambres;62120;Aire sur la Lys
1399518;AIRLIQUIDE;ZA. Saint Martin;62120;Aire sur la Lys
1300419;CARREFOUR;Cc Val De Lys;62120;Aire-Sur-La-Lys
1361292;AVIA;26 Rue de l'Aumonerie;79600;Airvault
1300782;INTERMARCHE;Route de Poitiers;79600;Airvault
1360063;AVIA;Route de Dijon;21110;Aiserey
1361230;AVIA;Zae De La Corvee Aux Moines Route D;21110;Aiserey
1305063;ESSO EXPRESS;3 Av. Henri Malacrida;13100;Aix en Provence
1306040;AGIP;67 Rue de Lattre de Tassigny;13090;Aix en Provence
1300239;CARREFOUR;9 Route Departementale Cc La Piolin;13290;Aix En Provence
1305012;ESSO EXPRESS;Route des Alpes;13100;Aix en Provence
1305047;ESSO EXPRESS;50 Av. Gd Port Rp Hopitaux;73100;Aix les Bains
1300742;CARREFOUR;ZAC de l'Epinette 5005 F;62160;Aix Noulette
1302429;DIVERSE / OTHERS;1 Boulevard du Marechal Juin;13100;Aix-en-Provence
1352023;TOTALENERGIES;10 Rue CH. Ledoux;13853;Aix-en-Provence
1399847;ENGIE;Rue Richard Trevithick;13290;Aix-Les-Milles
1301654;U;7 Rue Rene Dumont;87700;Aixe sur Vienne
1399945;U;7 rue René Dumont;87700;Aixe sur Vienne
1399844;U;Rue de la Roche;85190;Aizenay
1306642;ENI;109 Cours Napoleon;20090;Ajaccio
4376548;VITO;Avenue du Président Kennedy;20090;Ajaccio
4310145;VITO;Avenue Napoleon III;20000;Ajaccio
4310153;VITO;Bd Charles Bonaporte;20090;Ajaccio
4376497;VITO;Blvd. Louis Canpi-Lieu-dit;20090;Ajaccio
4310154;VITO;Budicccione;20090;Ajaccio
4310147;VITO;Centre Cial la Rocade RD 31;20167;Ajaccio
4376538;VITO;Col D'Aspretto;20090;Ajaccio
4376543;VITO;Col dAspretto;20090;Ajaccio
1352120;TOTALENERGIES;RT21 Quartier Aspretto;20090;Ajaccio
4376516;VITO;T22 Route de Mezzavia;20167;Ajaccio
1303497;ESSO;A 75;48200;Albaret Ste. Marie
1303461;ESSO EXPRESS;D 809 - Echangeur 32 - A 75;48200;Albaret-Sainte- Marie
1301031;INTERMARCHE;Che Croise de Bellevue;80300;Albert
1399600;INTERMARCHE;100 Rue Pasteur;73200;Albertville
1321042;TOTALENERGIES;29 Rue Raymond Bertrand;73200;Albertville
1301406;INTERMARCHE;ZI du Chiriac Che de la Cassine;73200;Albertville
1398274;DYNEFF;105 Route de Teillet;81000;Albi
1301625;CARREFOUR;2 Rue Francisco Goya;81000;Albi
1303465;ESSO EXPRESS;246 Av. Colonel Teyssier;81000;Albi
1311251;E.LECLERC;Centre Commercial Des Portes D'Albi;81000;Albi
1301448;E.LECLERC;Z.A.C Fonlabour;81000;Albi
1301999;INTERMARCHE;2 Rue de Cap Long;81990;Albi le Sequestre
1399061;DIVERSE / OTHERS;RN7;26140;Albon
1301398;CARREFOUR;1 Rue Denis Papin;61000;Alencon
1398969;DIVERSE / OTHERS;111 Av. de Basingstoke;61000;Alencon
1352051;TOTALENERGIES;126 Avenue de Basingstoke;61000;Alencon
1301072;CARREFOUR;174 Av. de Quakenbruck;61000;Alençon
1303060;ESSO EXPRESS;71 Av. de Quakenbruck - RN 12;61000;Alençon
4376505;VITO;RN 198 - Cateraggio;20270;Aleria
1306643;ENI;RN 198 T10;20270;Aleria
1303423;ESSO;173 Route de Nimes;30100;Ales
1399708;INTERMARCHE;198 Av. Des Freres Lumieres;30100;Ales
1397313;CARREFOUR;Quai Du Mas D'Hours;30100;Ales
1311518;E.LECLERC;Zac Du Rieu Rocade Est;30100;Ales
1351108;TOTALENERGIES;ZI Avenue de Croupillac;30100;Ales
1351389;TOTALENERGIES;60 Rue des Marguerites;26300;Alixan
1303129;ESSO EXPRESS;RN 532 - Aire de Marles;26300;Alixan
1361096;AVIA;58 Rue du Fanum;56350;Allaire
1302503;INTERMARCHE;Parc D'Activité Du Cap Ouest;56350;Allaire
1304034;SHELL;A7;26780;Allan
1304100;SHELL;A7;26780;Allan
1304140;SHELL;A7;26780;Allan
1307108;DYNEFF;Lieu dit Pont du Vallat;15160;Allanches
1300851;INTERMARCHE;Ch Départemental N°9 La Rivière;19240;Allassac
1360222;AVIA;100 D526 Route de Savoie;38114;Allemond
1360533;AVIA;20 Bd Jules Ferry;38580;Allevard
1301891;CARREFOUR;88 Rte de Montouvrard;38580;Allevard
1300711;DIVERSE / OTHERS;930 Av. de Thonon;74200;Allinges
1311708;E.LECLERC;2 Av. Charles de Gaulles;72700;Allonnes
1311695;E.LECLERC;Route de la Suze;72770;Allonnes
1399859;ENGIE;Rue du Champ du Verger;72700;Allonnes
1303336;ESSO;465 Rte de Genève,;74350;Allonzier La Caille
1301938;AVIA;ZAC des Bergers;38750;Alpes d'Huez
1399694;INTERMARCHE;39 Avenue des Genereux Marbot;19100;Altillac
1301681;E.LECLERC;Route De Bale;68130;Altkirch
1306622;ENI;2 Avenue Vincent d'Indy;30100;Alès
1301593;AVIA;13 Grande Rue;25330;Amancey
1311449;E.LECLERC;Rn 10;33440;Ambares Et Lagrave
1364114;AVIA;1 Av. des Industries;33440;Ambarès-et- Lagrave
1361142;AVIA;55 Avenue du Général de Gaulle;87240;Ambazac
1300026;U;Av. de la Libération;87240;Ambazac
1300207;CARREFOUR MARKET;Rue Alexandre Berard Centre Commerc;01500;Amberieu En Bugey
1302332;CARREFOUR;153 Route du Puy;63600;Ambert
1300858;CARREFOUR;906 RD Rte du Puy;63600;Ambert
1351073;TOTALENERGIES;1 Rue de Londres;60110;Amblainville
1311242;E.LECLERC;Av Leonard De Vinci;37400;Amboise
1302203;CARREFOUR;ZAC de Toulan;56190;Ambon
1360431;AVIA;15 Av. de La Libération;01500;Ambérieu-en- Bugey
1301698;CARREFOUR;40 Zone d'Activite Lehena;64120;Amendeuix Oneix
1300888;CARREFOUR;16 Route Nationale;80000;Amiens
1305010;ESSO EXPRESS;160 Chaussée Jules Ferry;80000;Amiens
1303284;ESSO EXPRESS;28 Place Maréchal Foch;80000;Amiens
1300038;U;4 Rue Edouard Lucas;80000;Amiens
1303555;ESSO;5 Avenue R. Dumoulin;80046;Amiens
1303003;ESSO EXPRESS;Bd de Roubaix;80000;Amiens
1303868;ESSO;Rue Pierre Rollin;80000;Amiens
1351734;TOTALENERGIES;1 RD 923;28300;Amilly
1311015;E.LECLERC;1094 Avenue D'Antibes;45200;Amilly
1301622;CARREFOUR;1459 Av d'Antibes;45200;Amilly
1399839;INTERMARCHE;Rue Des Bruyeres;45200;Amilly
1311697;E.LECLERC;82 Rue Clemenceau;57360;Amneville
1397314;CARREFOUR;Rd 1005;74500;Amphion Les Bains
1399882;INTERMARCHE;Route De Roanne;69550;Amplepuis
1301305;CARREFOUR;ZA La Gaité 1 Av Jean Moos;69550;Amplepuis
1311596;E.LECLERC;27 Route De Taquière;69420;Ampuis
1302285;DIVERSE / OTHERS;845 Boulevard Pasteur;44150;Ancenis
1302379;DIVERSE / OTHERS;845 Boulevard Pasteur;44150;Ancenis
1361295;AVIA;923 L'aubiniere CD;44150;Ancenis
1364079;AVIA;Rte de Chauteaubriant;44150;Ancenis
1300663;U;154 Rue Audiganne;44150;Ancenis St Gereon
1397315;CARREFOUR;15 Rte De Montbeliard;90400;Andelnans
1302745;CARREFOUR;1 Rue Frederic Chaplet;53240;Andouille
1352151;TOTALENERGIES;Rue Charles Nungesser D100 LOT 2;42160;Andrezieux Boutheon
1301510;E.LECLERC;Zac De Migalon;42163;Andrezieux Boutheon
1360369;AVIA;24 Avenue du Pasteur Rollin;30140;Anduze
1306635;AGIP;6 Route d Ales;30140;Anduze
1311030;E.LECLERC;Zac Du Debucher;28260;Anet
1301068;CARREFOUR;3 Bd Gaston Ramon;49100;Angers
1311204;E.LECLERC;Bd Albert Camus;49100;Angers
1300362;CARREFOUR;Rue Du Grand Launay Cc Grand Maine;49000;Angers
1311028;E.LECLERC;14 Rue Du Pont Lafleur;91670;Angerville
1352017;TOTALENERGIES;4 Route d'Orleans;27930;Angerville La Campagne
1302499;INTERMARCHE;8 Rue du Commerce;85750;Angles
1311445;E.LECLERC;43 Rue Du Bois Belin;64604;Anglet
1311691;E.LECLERC;43 Rue du Bois Belin;64600;Anglet
1301063;CARREFOUR;Av. Jean Leon Laporte;64600;Anglet
1302445;CARREFOUR;38 Rue de Sezanne;51260;Anglure
1311031;E.LECLERC;31 Rue De Lunesse;16021;Angouleme
1300774;INTERMARCHE;Cc Plein Sud 1 Bd Jean Moulin;16000;Angouleme
1300251;CARREFOUR;RN 137 Route De Rochefort;17690;Angoulins
1322100;TOTALENERGIES;RN 137 Route de Rochefort;17690;Angoulins
1364060;AVIA;Route de la Rochelle;17690;Angoulins sur Mer
1303521;ESSO;A 26;62143;Angres
1311365;E.LECLERC;Route De Souchez;62143;Angres
1302695;CARREFOUR;53 Rue Joseph Mattei;62880;Annay sous Lens
1306237;DIVERSE / OTHERS;1 Rue de Sansy;74000;Annecy
1300487;CARREFOUR;134 Av. De Geneve;74000;Annecy
1306200;AGIP;17 Av. de Chambéry;74000;Annecy
1306125;AGIP;4 Bis Chemin des Allueges;74000;Annecy
1305082;ESSO EXPRESS;Av. de la Plaine;74000;Annecy
1303241;ESSO EXPRESS;6 Route des Vallées;74100;Annemasse
1300923;CARREFOUR;90 Rte de Bonneville;74100;Annemasse
1301500;INTERMARCHE;2 Route De L'Epinouze;26140;Anneyron
1300390;CARREFOUR MARKET;Rue Lavoisier;59112;Annoeullin
1301819;INTERMARCHE;5 rue Mathieu Duret;07100;Annonay
1302204;INTERMARCHE;977 Bd Fernand Faissole;04240;Annot
1399055;U;493 rue de Saint Dié;88650;Anould
1361294;AVIA;Le Cerisier de la Barre;16500;Ansac
1399668;CARREFOUR;110 Allée de Viadorée ZAC VIADOREE;69480;Anse
1360262;AVIA;633 Route de Villefranche;69480;Anse
1306147;AGIP;831 Route de Villefranche;69480;Anse
1305027;ESSO EXPRESS;20 Bd du Maréchal Leclerc;06600;Antibes
1305069;ESSO EXPRESS;236 Route de Grasse;06600;Antibes
1303351;ESSO EXPRESS;29 Bd Général Vautrin;06600;Antibes
1300224;CARREFOUR;Chemin De St Claude Bretelle De L'A;06600;Antibes
1360497;AVIA;La Fontonne;06600;Antibes
1364035;AVIA;ZA de la Levraudière;85120;Antigny
1305084;ESSO EXPRESS;18 Rue Jean Moulin;92160;Antony
1398272;AVIA;A 10;86100;Antran
1361261;AVIA;11 Route De Joigny;89380;Appoigny
1322110;TOTALENERGIES;RN6 La Fosse Aux;89380;Appoigny
1399660;INTERMARCHE;Parc D'Activites Bievre Dauphine;38140;Apprieu
1307094;DYNEFF;1 avenue de la Libération;84400;Apt
1311612;E.LECLERC;Chemin Des Abattoirs;84400;Apt
1300155;INTERMARCHE;Zi Lantey;38510;Arandon Passins
1361218;AVIA;Rue De Besançon;39600;Arbois
1361278;AVIA;Route De Rans;25610;Arc Et Senans
1360494;AVIA;2 Av. Charles Couyba;70100;Arc Les Gray
1364102;AVIA;14 Quai Glosar Port de Plaisance;33120;Arcachon
1364065;AVIA;7 Boulevard Mestrézat;33120;Arcachon
1361281;AVIA;Route de Vanneau;79210;Arcais
1302834;INTERMARCHE;Rue de la 5eme Db;25750;Arcey
1399656;INTERMARCHE;104 Rue De Paris;10700;Arcis sur Aube
1305098;ESSO EXPRESS;20 Av. Paul Vaillant Couturier;94110;Arcueil
1303793;ESSO;23 - 27 Avenue Paul Doumer;94110;Arcueil
1398183;AVIA;2 Avenue de Verdun;36120;Ardentes
1301705;E.LECLERC;Route De Bordeaux;33740;Ares
1399976;AIRLIQUIDE;Rue Louis Blériot / ZI Jonquières;57640;Argancy
1300455;CARREFOUR MARKET;Route Du Stade;65400;Argeles Gazost
1307064;DYNEFF;Av. du 8 Mai 1945;66703;Argeles sur Mer
1311638;E.LECLERC;Rue de la gare;14370;Argences
1300808;CARREFOUR;1 Rue du Champagne;61200;Argentan
1311039;E.LECLERC;21/23 Rue Pierre Beregovoy;61200;Argentan
1301611;INTERMARCHE;Av de la 2ème DB;61200;Argentan
1305058;ESSO EXPRESS;2 Av. Gabriel Péri;95100;Argenteuil
1303795;ESSO;239 Route d'Enghien;95100;Argenteuil
1352124;TOTALENERGIES;5 - 7 Boulevard des Martyrs de Chat;95100;Argenteuil
1303838;ESSO EXPRESS;63 Avenue Jean Jaures;95100;Argenteuil
1303623;ESSO;RN 311;95100;Argenteuil
1300323;CARREFOUR MARKET;Paumule Le Pechereau;36200;Argenton S/ Creuse
1352074;TOTALENERGIES;Route de Limoges;36200;Argenton-sur- Creuse
1399509;AIRLIQUIDE;5 Rue du Bois Quatorze;80730;Argoeuves
1306053;AGIP;A 39;39140;Arlay
1302054;DYNEFF;97 Av du Dr Robert Morel;13200;Arles
1301596;E.LECLERC;Avenue De La Liberation;13200;Arles
1305156;ESSO EXPRESS;Avenue du Maréchal Juin - Quartier;13200;Arles
1300880;INTERMARCHE;Qrt Fourchon;13200;Arles
1351005;TOTALENERGIES;RN 113 Déviation;13200;Arles
1306236;DIVERSE / OTHERS;Rue Joseph SEGUIN;13104;Arles
1301615;CARREFOUR;26 Av Aristide Briand;59280;Armentieres
1303258;ESSO EXPRESS;20, Rue Gambetta;59280;Armentières
1303902;ESSO;22 Rue Nationale BP11;72230;Arnage
1300096;U;Bd Pierre Lefaucheux;72230;Arnage
1307089;DYNEFF;2315 Route de Longsard;69400;Arnas
1307107;DYNEFF;2315 Route de Longsard;69400;Arnas
1306132;AGIP;10 - 14 Rue Claude Guyot;21230;Arnay le Duc
1361229;AVIA;Rue L Et J Barnet;21230;Arnay Le Duc
1303264;ESSO EXPRESS;100 Av. de la République;95400;Arnouville les Gonesse
1300194;DIVERSE / OTHERS;La Briqueterie;53440;Aron
1301663;INTERMARCHE;Av Bernard Chochoy;62510;Arques
1300741;CARREFOUR;Avenue Goerges Brassens;62510;Arques
1364120;AVIA;131 Rue Georges Auphelle;62000;Arras
1311041;E.LECLERC;89-95 Avenue Lobbedez;62000;Arras
1303420;ESSO EXPRESS;Rue du Bois Le Prêtre;57130;Ars sur Moselle
1398060;INTERMARCHE;ZA Autroche;45410;Artenay
1302752;CARREFOUR;1 Route de Puyet;64370;Arthez-de-Bearn
1311698;E.LECLERC;40 Rue de la patte de d'oie;64170;Artix
1302009;U;ZA Eurola 51 Rue des Ecureuils;64170;Artix
1301702;CARREFOUR;22 Rue du Parc National;64260;Arudy
1361095;AVIA;41 Avenue des Pyrénées;64260;Arudy
1300025;U;107 Av. de l'Etrade;17530;Arvert
1307011;DYNEFF;A 61;11290;Arzens
1307012;DYNEFF;A 61;11290;Arzens
1300894;INTERMARCHE;43 Rte de Longwy;39120;Asnans Beauvoisin
1352010;TOTALENERGIES;272 Avenue des Gresillons;92600;Asnieres
1303855;ESSO;96 Avenue D'Argenteuil;92600;Asnieres sur Seine
1301024;DYNEFF;Avenue Gallieni;31160;Aspet
1303478;ESSO;A1;80200;Assevillers
1303874;ESSO;A1;80200;Assevillers
1300567;CARREFOUR;180 RN 7;91200;Athis Mons
1303815;ESSO;38 Avenue de Morangis;91200;Athis Mons
1306219;AGIP;A 85;37270;Athée sur Cher
1303556;ESSO;RN 104;95570;Attainville
1398021;DYNEFF;771 Route de Bourg;01340;Attignat
1301467;E.LECLERC;1 Route Nationale 39;62170;Attin
1307095;DYNEFF;1801 RN8;13400;Aubagne
1303272;ESSO EXPRESS;550 Av. Antide Boyer;13400;Aubagne
1360006;AVIA;96 Route Napoléon;13400;Aubagne
1360454;AVIA;41 Route de Montélimar;07200;Aubenas
1301902;CARREFOUR;56 Av de Bellande;07200;Aubenas
1303767;ESSO;100 Rue Charles Tillon;93300;Aubervilliers
1303628;ESSO;126 Avenue Victor Hugo;93300;Aubervilliers
1303456;ESSO EXPRESS;43 Avenue du President Roosevelt;93300;Aubervilliers
1360392;AVIA;A 51;04200;Aubignosc
1360395;AVIA;A 51;04200;Aubignosc
1300901;CARREFOUR;Route Nationale 43;59265;Aubigny au Bac
1300440;CARREFOUR MARKET;Rue De Tilloy;62690;Aubigny En Artois
1300256;CARREFOUR MARKET;Rue Eugene Casella;18700;Aubigny S/Nere
1399937;INTERMARCHE;Av. De Paris;18700;Aubigny sur Nere
1306076;AGIP;38 - 40 Av. du Roussillon;63170;Aubière
1300264;CARREFOUR MARKET;La Rebeyrette;23200;Aubusson
1399652;INTERMARCHE;Zone Industrielle Du Mans;23200;Aubusson
1303240;ESSO EXPRESS;15 Rue de Fronton;31140;Aucamville
1398221;AVIA;203 Rue Victor Hugo;32000;Auch
1399828;INTERMARCHE;3 Allee Marie Louise Jay;32000;Auch
1302346;CARREFOUR;85 Rue du Corps Franc Pommies;32000;Auch
1311045;E.LECLERC;Za Clarac;32000;Auch
1302351;U;14 Rue de Bapaume;62260;Auchel
1300428;CARREFOUR MARKET;Rue D'Allouagne;62260;Auchel
1300420;CARREFOUR;Cc Porte Des Flandres;62138;Auchy Les Mines
1302778;AVIA;A36 Aire de Dole Audelange;39700;Audelange
1302777;AVIA;A36 Aire de dole Romange;39700;Audelange
1301164;CARREFOUR;217 Route des trois Villages;33980;Audenge
1311046;E.LECLERC;Route De La Pointe Du Raz;29770;Audierne
1399796;INTERMARCHE;Zone Industrielles Les Arbletiers;25400;Audincourt
1300432;CARREFOUR MARKET;Av. Des Allies;62370;Audruicq
1303718;ESSO EXPRESS;32 Rue Jacques Duclos;93600;Aulnay sous Bois
1300937;CARREFOUR;CC Parinor, Le Haut de Galy;93600;Aulnay sous Bois
1300619;AIRLIQUIDE;Blvd André Citroen;93600;Aulnay-sous- Bois
1303542;ESSO;Rue Michel Ange;93600;Aulnay-sous- Bois
1300398;CARREFOUR;ZAC D'Aulnoy Cc Briquette;59300;Aulnoy Lez Valencien
1311740;E.LECLERC;Rue Jean Catelas;59620;Aulnoye- Aymeries
1302891;U;ZAC du Pays Alnelois;28700;Auneau
1302162;E.LECLERC;100 Route de Gisors;60390;Auneuil
1399641;INTERMARCHE;Quartier Les Uchanes;83630;Aups
1311167;E.LECLERC;5 Rue Abraham Duquesne;56400;Auray
1361090;AVIA;1 Avenue de Conthe;15000;Aurillac
1302216;INTERMARCHE;120 Av du Général Leclerc;15000;Aurillac
1302948;CARREFOUR;25 Avenue Louison Bobet;15000;Aurillac
1310469;DIVERSE / OTHERS;Chemin de Tronquieres;15000;Aurillac
1352096;TOTALENERGIES;Route de Sansac;15000;Aurillac
1361289;AVIA;Rue Felix Daguerre;15000;Aurillac
1311050;E.LECLERC;Zac De La Jordanne;15004;Aurillac
1302808;INTERMARCHE;2 Allee de Auques;81200;Aussillon
1303058;ESSO;73 Bd du Thoré;81200;Aussillon
1360041;AVIA;7 Route de Rougemont;25110;Autechaux
1300298;CARREFOUR MARKET;89 Route De Toulouse;31190;Auterive
1302959;CARREFOUR;89 Route De Toulouse;31190;Auterive
1300997;AVIA;Autoroute 75 - Aire de Authezat;63114;Authezat
1399526;DIVERSE / OTHERS;ZA du Plat dor;62610;Autingues
1301424;CARREFOUR;1 Rue de la Republique;02300;Autreville
1311409;E.LECLERC;3 - 5 Rue Nicephore - Niepce;71400;Autun
1399699;INTERMARCHE;Zac De Bellevue;71400;Autun
1301415;E.LECLERC;14 - 16 Avenue Jean Jaures;89000;Auxerre
1361255;AVIA;9 Rue De Preuilly;89000;Auxerre
1302770;CARREFOUR;97 av St Georges;89000;Auxerre
1300563;CARREFOUR MARKET;97 Av. St Georges;89000;Auxerre
1301265;INTERMARCHE;Bd de Verdun;89000;Auxerre
1303370;ESSO EXPRESS;Bd Galliéni, Av. Ch. Delacroix;89000;Auxerre
1310246;DIVERSE / OTHERS;Rue de la Pleine des Isles;89000;Auxerre
1301955;INTERMARCHE;1 Pl de La Gare;62390;Auxi le Chateau
1300273;INTERMARCHE;321 rue des Carrés;10130;Auxon
1301780;NETTO;1 Rue Basse;21130;Auxonne
1361182;AVIA;9 Rue Du Colonel Redoutey;21130;Auxonne
1302980;E.LECLERC;Av Général de Gaulle;21130;Auxonne
1301066;INTERMARCHE;Rue de Labergement;21130;Auxonne
1399627;INTERMARCHE;Route D'Aubusson;23700;Auzances
1303253;ESSO;1 Rue de la Grande Corvee;89200;Avallon
1360493;AVIA;6 Route Nationale;89200;Avallon
1310252;DIVERSE / OTHERS;Chemin des Battées;89200;Avallon
1361279;AVIA;Route De Tonnerre;89200;Avallon
1322111;TOTALENERGIES;81 Route de Seclin;59710;Avelin
1301582;INTERMARCHE;2 Rte de Bordeaux;33480;Avensan
1311639;E.LECLERC;3127 N7;03000;Avermes
1311054;E.LECLERC;N7;03000;Avermes
1301476;CARREFOUR;79Bis, Rue Sadi Carnot;59129;Avesnes les Aubert
1300400;CARREFOUR MARKET;Route De Landrecies;59440;Avesnes S/Helpe
1303888;ESSO EXPRESS;39 Av. Stroh - RN 2;59440;Avesnes sur Helpe
1311055;E.LECLERC;10 Avenue Eisenhower;84000;Avignon
1301627;CARREFOUR;162 Av. Pierre Semard;84000;Avignon
1360470;AVIA;18 Bd St. Michel;84000;Avignon
1303274;ESSO EXPRESS;18 Route de Lyon;84000;Avignon
1398268;DIVERSE / OTHERS;191 Avenue de Tarascon;84000;Avignon
1301312;CARREFOUR;390 Rue Jean Marie Tjibaou;84000;Avignon
1321018;TOTALENERGIES;4316 Route de Marseille;84140;Avignon
1321542;TOTALENERGIES;ZI Courtine;84000;Avignon
1351782;TOTALENERGIES;A 61;31290;Avignonet Lauragais
1311724;E.LECLERC;A61 Aire de Port Lauragais Nord;31290;Avignonet Lauragais
1301669;CARREFOUR;14 Rue Rene Lannoy;62210;Avion
1399840;INTERMARCHE;Rd 9 Chemin Du Paradis;51190;Avize
1302907;CARREFOUR;11 Place Emile Zola;37420;Avoine
1300518;CARREFOUR MARKET;36 Av. Franklin Roosevelt;77210;Avon
1305121;ESSO EXPRESS;73 Av. Franklin Roosevelt;77210;Avon
1399818;INTERMARCHE;2 Rue Agnes Sorel;18520;Avord
1398266;AVIA;20 Route Nationale;91630;Avrainville
1322098;TOTALENERGIES;RN 20;91630;Avrainville
1311439;E.LECLERC;Bp 437;50304;Avranches
1307014;DYNEFF;Lieu dit La Condamine;11140;Axat
1351076;TOTALENERGIES;RD 1;57300;Ay sur Moselle
1302754;E.LECLERC;13 Route d'Epernay;51160;Ay-Champagne
1300250;CARREFOUR MARKET;Rue Nicolas Garcot;17440;Aytre
1311381;E.LECLERC;Plaine D'Azia;79400;Azay Le Brule
1302529;CARREFOUR;58 Rue Georges Jehan;37190;Azay-le-Rideau
1300853;CARREFOUR;Rte d'Ablemont;76730;Bacqueville en Caux
1301202;CARREFOUR;6 T Av de la Division Leclerc;54540;Badonviller
1302836;INTERMARCHE;1 Route du Bourg;01380;Bage-Dommartin
1307076;DYNEFF;8 Av. de la Méditerranée;66670;Bages
1300870;CARREFOUR;26 Av de Géruzet;65200;Bagneres de Bigorre
1303310;ESSO;Avenue Remy Comet;31110;Bagneres De Luchon
1303856;ESSO;98 Avenue de Bourg la Reine;92220;Bagneux
1303778;ESSO;Dez 14 Avenue du General de Gaulle;92220;Bagneux
1300289;CARREFOUR MARKET;1 Route De Nimes;30200;Bagnols S/Ceze
1303266;ESSO EXPRESS;601 Route de Meteren;59270;Bailleul
1301676;E.LECLERC;Avenue Des Nations Unies;59270;Bailleul
1300526;CARREFOUR MARKET;17 Place De L'Europe;77700;Bailly Romainvillier
1399898;INTERMARCHE;"""Le Chene Vert""";35470;Bain de Bretagne
1351953;TOTALENERGIES;RN 137;35470;Bain de Bretagne
1311132;E.LECLERC;Zac Château Gaillard;35470;Bain De Bretagne
1399580;INTERMARCHE;48 Route D Epinal;88240;Bains les Bains
1300645;CARREFOUR;56b rue Louis Deffontaines;59780;Baisieux
1300313;CARREFOUR;Route De Sete;34540;Balaruc Le Vieux
1399567;NETTO;195 Chemin De Bois Vert;42510;Balbigny
4376530;VITO;LD Chioso Soprano - Baleone;20167;Baleone
1303663;ESSO;RN 20;91160;Ballainvilliers
1351999;TOTALENERGIES;Route National 20 Route D'Etampes;91160;Ballainvilliers
1300794;CARREFOUR;ZAC De L'Aunaie;91610;Ballancourt-sur- Essonne
1305049;ESSO EXPRESS;23 Av. des Aérostiers;31130;Balma
1399764;INTERMARCHE;31 Av Des Arenes;31130;Balma
1302580;INTERMARCHE;Av. du Lot;48500;Banassac
1301720;CARREFOUR;1103 Av dei Reganeu;83150;Bandol
1300627;INTERMARCHE;2 Rue Eugene Lorec;29380;Bannalec
1398076;U;Rue de la Bolée;39380;Bans
1307038;DYNEFF;A9;66300;Banyuls del Aspres
1301418;CARREFOUR;Des Freres Davion;62450;Bapaume
1311392;E.LECLERC;Lieu-Dit La Fabrique A Sucre;62450;Bapaume
1302507;INTERMARCHE;Rue du Faubourg de Peronne;62450;Bapaume
1311061;E.LECLERC;Centre Commercial De La Grande Terr;55001;Bar Le Duc
1360417;AVIA;Route De Reims;55000;Bar le Duc
1302458;CARREFOUR;18 rue Louis Desprez;10200;Bar sur Aube
1311707;E.LECLERC;24 Av. du General Leclerc;10200;Bar sur Aube
1311060;E.LECLERC;Avenue Du General Leclerc;10200;Bar Sur Aube
1361299;AVIA;2 Faubourg de Belfort;10200;Bar sur Aube Magne
